true_label,original_sent,text_output
0,"So we want to see that healthy process unfold as we decide what the true state of the economy is, and we think it will evolve in a way that will mean lower inflation.","DOVISH - The sentence suggests that the FOMC wants to see a healthy process unfold before deciding the true state of the economy, which implies a cautious approach towards monetary policy. Additionally, the statement predicts lower inflation, which is typically associated with an easing of monetary policy."
2,An easing of supply constraints was expected to support continued gains in economic activity and employment as well as a reduction in inflation.,"DOVISH

The sentence suggests that an easing of supply constraints will support economic activity, employment, and reduce inflation. This implies that the stance is towards easing of the monetary policy."
2,"The slower growth of M2 followed strong expansion in August and September, however, and growth since midyear was at about the same pace as in the first half of the year.","NEUTRAL
The sentence provides a factual statement about the growth of M2 and compares it to the growth in the first half of the year. It does not express a clear stance on whether the monetary policy should be tightened or eased, hence it is classified as neutral."
1,Inflation targeting was also associated with increased communication and transparency designed to clarify the central bank's policy intentions.,"NEUTRAL
The sentence does not express any clear stance on monetary policy. It simply describes a historical association between inflation targeting and increased communication/transparency."
0,"Deflation, like inflation, would distort resource allocation and interfere with the economy's ability to reach its full potential.","NEUTRAL
The sentence does not express a clear stance on monetary policy. It discusses the negative effects of both deflation and inflation on the economy's ability to allocate resources and reach its full potential."
2,"Broad equity prices rose, adding to their substantial gains since the middle of 2010.","NEUTRAL
The sentence simply states a fact about the rise in equity prices without indicating any stance towards monetary policy. Therefore, it can be classified as neutral."
2,"Retail energy prices were likely to retrace at least a portion of the post-hurricane increase, and consumer confidence should rebound.","NEUTRAL

The sentence does not indicate a clear stance on monetary policy. It simply provides an observation about retail energy prices and consumer confidence, without suggesting any specific action or policy change."
2,"If the FOMC were to tie mechanically our actions to market prices, then we would be placed in the sorry position of validating whatever whim that currently struck investors' fancy.","NEUTRAL

The sentence does not express a clear stance on monetary policy. It rather highlights the potential consequences of mechanically tying FOMC actions to market prices, which could lead to validating investors' whims."
0,We want to see lower unemployment.,"DOVISH - The sentence suggests that the FOMC is more concerned about reducing unemployment than tightening monetary policy, indicating a dovish stance."
2,Presumably even normal amortized equity that did not come from higher home prices was extracted in this manner.,NEUTRAL - The sentence does not provide any indication of a stance towards tightening or easing of monetary policy. It is a neutral statement describing a possible scenario of how equity was extracted.
1,"At the conclusion of the discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the System Account in accordance with the following domestic policy directive: ""The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.","NEUTRAL

This sentence is a standard policy statement that outlines the Federal Open Market Committee's goals of maintaining price stability and promoting sustainable economic growth. It does not indicate any specific stance towards tightening or easing of monetary policy, making it a neutral statement."
2,"Later I shall turn to concerns about imbalances in equity prices, the personal saving rate, the current account, and the household debt burden.","NEUTRAL
The sentence does not express a clear stance on monetary policy. It simply indicates that the speaker will address various concerns related to the economy."
2,"It is true that changes in longer-term interest rates in the United States—but also in other advanced economies—does have some effect on emerging markets, particularly those who are trying to peg their exchange rate, and can lead to some capital inflows or outflows.","NEUTRAL

The sentence provides a factual statement about the impact of changes in longer-term interest rates on emerging markets, without expressing a clear stance on whether monetary policy should be tightened or eased. Therefore, the sentence is classified as NEUTRAL."
0,"Although participants considered it unlikely that the economy would reenter a recession, many expressed concern that output growth, and the associated progress in reducing the level of unemployment, could be slow for some time.","DOVISH - The sentence expresses concern about slow output growth and reduction in unemployment, which suggests a need for monetary policy easing to stimulate the economy."
2,"She showed there some so-called optimal policy rules that come from trying to get the best possible outcomes from our quantitative econometric models, and what you see, if you look at that, is that the best possible outcomes, assuming perfect certainty, assuming perfect foresight—very unrealistic assumptions—still involve inflation staying quite close to 2 percent.","NEUTRAL

The sentence does not express a clear stance on monetary policy. It simply presents some optimal policy rules based on econometric models and notes that even under unrealistic assumptions, inflation should stay close to 2 percent."
2,"In light of these uncertainties as well as continued evidence of muted inflation pressures, participants generally agreed that a patient approach to determining future adjustments to the target range for the federal funds rate remained appropriate.","DOVISH - The sentence suggests that the participants are in favor of a patient approach to determining future adjustments to the target range for the federal funds rate due to uncertainties and muted inflation pressures. This indicates a willingness to ease the monetary policy, hence the sentence can be classified as DOVISH."
2,Participants generally interpreted the information that became available during the intermeeting period as suggesting that economic growth would most likely remain moderate over coming quarters and then pick up very gradually.,"NEUTRAL
The sentence provides a neutral stance as it suggests that economic growth would remain moderate over the coming quarters and then pick up gradually. It does not indicate any clear direction towards tightening or easing of monetary policy."
1,Economic DevelopmentsReal economic activity has continued to expand at a solid pace.,"NEUTRAL
The sentence simply states that the real economic activity has been expanding at a solid pace, without indicating any bias towards tightening or easing of the monetary policy. Therefore, the stance is neutral."
0,"As a result, national saving increased, providing further impetus to economic growth.","NEUTRAL
The sentence does not indicate any specific stance towards monetary policy. It simply states a fact about national saving increasing and its positive impact on economic growth. Therefore, the label is neutral."
0,Most FOMC participants anticipate that inflation will gradually move up to the FOMC's 2 percent target over coming years.,"NEUTRAL
The sentence simply states the anticipation of FOMC participants regarding inflation moving up to the target of 2 percent over the next few years, without indicating any clear bias towards tightening or easing of monetary policy."
2,"Several participants expressed the view that a decision regarding the long-run composition of the portfolio would not need to be made for some time, and a couple of participants highlighted the importance of making such a decision in the context of the ongoing review of the Federal Reserve's monetary policy strategies, tools, and communications practices.","NEUTRAL

The sentence does not express a clear stance on monetary policy. It discusses the timing of a decision regarding the long-run composition of the portfolio and the importance of making such a decision in the context of a review of the Federal Reserve's monetary policy strategies, tools, and communications practices."
0,labor productivity remained on a strong upward trend.,"NEUTRAL
The sentence does not provide any indication of whether the monetary policy should be tightened or eased. It simply states a fact about labor productivity. Therefore, the stance is neutral."
1,Persistently strong demand and increasingly supportive conditions in debt and equity markets suggested the possibility of rising inflation pressures.,"HAWKISH
The sentence suggests that there is a possibility of rising inflation pressures due to persistently strong demand and increasingly supportive conditions in debt and equity markets. This implies that the stance is towards tightening of the monetary policy to control inflation."
1,"While labor markets were anticipated to remain tight in the near term, participants expected labor demand and supply to come into better balance over time, helping to ease upward pressure on wages and prices.","DOVISH

The sentence suggests that the labor market is expected to come into better balance over time, which would help ease upward pressure on wages and prices. This implies that there is no immediate need for tightening of the monetary policy, and instead, there may be room for easing in the future."
0,"As we all know, starting in late February or March of last year, widespread economic and social lockdowns and other effects of the pandemic caused the swiftest and deepest contraction in employment and economic activity since the Great Depression.","DOVISH - The sentence describes the negative impact of the pandemic on the economy and employment, which suggests a need for monetary policy to be eased to support recovery."
0,"However, with monetary policy assumed to remain highly accommodative, the staff continued to anticipate that real GDP growth would outpace that of potential over much of this period, leading to a decline in the unemployment rate to historically low levels.","DOVISH - The sentence suggests that the monetary policy will remain highly accommodative, which implies that the stance is towards easing of the monetary policy. The anticipation of real GDP growth outpacing that of potential and a decline in unemployment rate to historically low levels further supports the dovish stance."
0,"In addition, to address the sizable demand for dollar funding in foreign jurisdictions, the FOMC authorized the expansion of its existing swap lines with the European Central Bank and Swiss National Bank; by the end of the intermeeting period, the formal quantity limits on these lines had been eliminated.","NEUTRAL

The sentence describes a technical decision made by the FOMC to expand existing swap lines with the European Central Bank and Swiss National Bank to address the demand for dollar funding in foreign jurisdictions. The decision does not indicate a clear stance on tightening or easing of monetary policy, thus it can be classified as neutral."
2,"One participant suggested that the Committee could announce an additional, lower set of thresholds for inflation and unemployment",DOVISH - The sentence suggests a potential easing of monetary policy by proposing lower thresholds for inflation and unemployment.
1,Many indicated that they expected cyclical pressures associated with a tightening labor market to show through to higher inflation over the medium term.,"HAWKISH
The sentence suggests that the members of FOMC expect inflation to increase due to the tightening labor market, which implies a need for tighter monetary policy to control inflation."
0,"Many members concluded that because there did not seem to be any urgency to tighten current policy for domestic reasons, given the likelihood that inflation would remain subdued for a while, important weight should be given to potential reactions abroad.","DOVISH - The sentence suggests that there is no urgency to tighten the current monetary policy due to the likelihood of subdued inflation. The focus is on potential reactions abroad, indicating a cautious approach towards monetary policy."
0,"Moreover, a 50 basis point reduction that was associated with the communication of a Committee view that the risks to achieving its objectives for economic activity were balanced might be mistakenly interpreted in the view of some members as a signal that the Committee had come to the end of its policy easing moves--a judgment they were not prepared to make at this time.","DOVISH - The sentence suggests that a 50 basis point reduction in the monetary policy might be misinterpreted as a signal that the Committee is done with its policy easing moves, which some members are not prepared to make at this time. This implies that the Committee is still open to further easing of the monetary policy, making the stance dovish."
0,"Given the difficulty in assigning productivity increases by industry, there is a dispute on how widely productivity implicit in the information revolution has spread across the economy.","NEUTRAL

The sentence does not express any clear stance on monetary policy. It is discussing a dispute about productivity increases and their spread across the economy, which is not directly related to the stance of monetary policy. Therefore, the sentence is neutral."
2,"The drop in the unemployment rate over the past year, while welcome and significant, could overstate the degree of improvement in labor market conditions, in part because of the decline in the labor force participation rate.","DOVISH - The sentence suggests that the improvement in the unemployment rate may not accurately reflect the true state of the labor market due to a decline in labor force participation. This implies that the FOMC may not be in a rush to tighten monetary policy, and may instead consider easing policy to further support the labor market."
2,"However, other measures of labor utilization--including the labor force participation rate and the numbers of discouraged workers and those working part time for economic reasons--suggested more modest improvement, and other indicators of labor demand, such as rates of hiring and quits, remained low.","DOVISH: The sentence suggests that there is still room for improvement in the labor market, as other measures of labor utilization and demand remain low. This implies that the FOMC may consider easing monetary policy to stimulate job growth."
2,"* * * As the transcripts of FOMC meetings attest, making monetary policy is an especially humbling activity.",NEUTRAL - The sentence does not express any clear stance on the monetary policy. It simply acknowledges the difficulty of making monetary policy.
2,"In the near term, the 12-month change in PCE prices was expected to move above 2 percent as the low inflation readings from the spring of last year drop out of the calculation.","NEUTRAL
The sentence provides a neutral stance as it only states an expectation of the 12-month change in PCE prices moving above 2 percent in the near term due to the drop out of low inflation readings from the spring of last year in the calculation. It does not indicate any tightening or easing of the monetary policy."
2,And the growth of telegraphy enabled railroads to better coordinate the movement of trains over a wider area.,NEUTRAL - The sentence is not related to monetary policy or the stance of the Federal Reserve. It is discussing the historical development of telegraphy and its impact on the coordination of trains.
0,"Persistent inflation shortfalls carry the risk that longer-term inflation expectations become anchored below the stated inflation goal.13 In part because of that concern, some economists have advocated ""makeup"" strategies under which policymakers seek to undo past inflation deviations from target.","DOVISH: The sentence suggests that there is a risk of longer-term inflation expectations becoming anchored below the stated inflation goal due to persistent inflation shortfalls. The mention of ""makeup"" strategies to undo past inflation deviations from target indicates a willingness to ease monetary policy to achieve the inflation goal."
2,"With regards to inflation, the median inflation projection of FOMC participants is 2.4 percent this year and declines to 2 percent next year before moving back up to 2.1 percent in 2023.","NEUTRAL
The sentence simply presents the inflation projections of FOMC participants without indicating any clear stance towards tightening or easing of monetary policy. Therefore, it can be classified as neutral."
2,"The role of the Board vis-à-vis the regional Banks was elevated in the aftermath of the stock market crash of 1929 and in the early years of the Great Depression, but the combination of centralized and regional responsibilities remains an important strength of the Federal Reserve System, as I'll explain shortly when I discuss the formulation of monetary policy.","NEUTRAL

The sentence does not express any clear stance on monetary policy. It simply provides historical context and highlights the importance of the Federal Reserve System's structure in formulating monetary policy."
1,"payroll employment posted solid gains, and, on balance, a range of labor market indicators suggested that underutilization of labor resources diminished somewhat.","NEUTRAL
The sentence presents a balanced view of the labor market, indicating that payroll employment has increased and labor market indicators suggest a reduction in underutilization of labor resources. However, it does not explicitly suggest any policy action, making it a neutral statement."
2,"But even for many other workers, a rapidly evolving work environment in which the skill demands of their jobs are changing can lead to very real anxiety and insecurity about losing their jobs.","NEUTRAL
The sentence does not provide any indication of the stance towards monetary policy. It simply discusses the anxiety and insecurity that workers may face due to changes in their job demands."
1,"From a longer-term perspective we have been guided by a firm commitment to contain any forces that would undermine economic expansion and efficiency by raising inflation, and we have kept our focus firmly on the ultimate goal of achieving price stability.","NEUTRAL
The sentence does not suggest any immediate action towards tightening or easing of monetary policy. It emphasizes the long-term commitment to maintaining economic expansion and efficiency while achieving price stability."
0,"Now, with inflation below 2 percent, I think it’s appropriate that the labor market be that tight.","HAWKISH
The speaker is suggesting that despite inflation being below 2 percent, the labor market should still be tight, indicating a preference for a more restrictive monetary policy."
1,Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously.,NEUTRAL - The sentence does not provide any indication of a stance towards monetary policy. It simply suggests that fiscal austerity is a method for addressing budget and trade deficits.
2,"Instead, I would like to address a separate but not unrelated topic, the interaction of bank supervision and regulation with monetary policy, and how supervision and regulation might work to make monetary policy implementation more effective in the current environment, particularly as it relates to a bank's demand for reserves.2 But first, let me start with a brief take on the current economic outlook.","NEUTRAL

The sentence does not express a clear stance on tightening or easing of monetary policy. It simply introduces a topic related to bank supervision and regulation and how it can affect monetary policy implementation. The second part of the sentence briefly mentions the current economic outlook, but does not provide any indication of a hawkish or dovish stance."
1,Some have been concerned that the Federal Reserve and the Treasury might be working at cross purposes today to the extent that reductions in the Treasury debt supply have lead to declines in longer-term Treasury rates at a time when monetary policy is aiming to slow the pace of economic activity to a more sustainable rate.,"DOVISH

The sentence expresses concern that the reduction in Treasury debt supply has led to declines in longer-term Treasury rates, which could indicate a need for easing of monetary policy to stimulate economic activity."
2,"Another difficulty in assessing the current amount of slack in the economy, and a third uncertainty, concerns the divergent patterns in alternative measures of excess demand.","NEUTRAL

The sentence does not express a clear stance on monetary policy. It simply highlights the challenges in assessing the current state of the economy, specifically in relation to excess demand."
2,Communications about monetary policy over the intermeeting period generally had little effect on Treasury yields or the expected path of the federal funds rate.,"NEUTRAL

The sentence simply states that the communications about monetary policy did not have any significant impact on Treasury yields or the expected path of the federal funds rate. It does not suggest any hawkish or dovish stance, hence it is classified as neutral."
0,market-based measures of inflation compensation remained low.,"DOVISH - The sentence suggests that inflation expectations are low, which could indicate a need for monetary policy easing to stimulate inflation."
2,"Committee Policy Action In their discussion of monetary policy for the period ahead, Committee members agreed that the stance of monetary policy should not be changed at this meeting.","NEUTRAL
The sentence indicates that the Committee members have agreed to maintain the current stance of monetary policy and not make any changes in the upcoming period. Therefore, the stance is neutral."
2,"Although the required amount of cumulative tightening may have increased, members noted that an accelerated pace of policy tightening did not appear necessary at this time, as a degree of economic slack apparently remained, productivity growth would probably continue to damp increases in unit labor costs and prices, and inflation would most likely continue to be contained.","NEUTRAL

The sentence suggests that although there may be a need for tightening of monetary policy, an accelerated pace of policy tightening is not necessary at the moment. The stance is neutral as it acknowledges the need for tightening but also highlights factors that may prevent the need for immediate action."
2,"In addition, any other imbalances are more likely to grow to worrisome proportions during an unsustainable boom and are more likely to unwind in a disruptive manner if confronted by rising inflation, sharply higher interest rates in response to higher inflation, and a subsequent recession.","HAWKISH
The sentence suggests that imbalances in the economy are likely to grow and cause disruption if not addressed by rising inflation and higher interest rates. This implies a need for tighter monetary policy, which is hawkish."
1,"A discernable upcreep was apparent in survey measures of short- and, to a limited extent, long-term inflation expectations over recent months.","HAWKISH
The sentence suggests that there has been an increase in inflation expectations, which could lead to a tightening of monetary policy to control inflation."
0,"In contrast, the dollar appreciated against the AFE currencies, reflecting continued divergence in monetary policy expectations for the United States and AFEs as well as political uncertainty in Europe.","NEUTRAL

The sentence simply describes the movement of the dollar against AFE currencies and the reasons behind it, without taking a stance on whether it is desirable or not. Therefore, it can be classified as neutral."
1,"In their discussion of the economic situation and the outlook, meeting participants agreed that information received over the intermeeting period indicated that the labor market had continued to strengthen and that economic activity had been rising moderately so far this year.","NEUTRAL
The sentence provides a neutral stance as it simply reports the agreement among the meeting participants regarding the economic situation and outlook without any indication of a bias towards tightening or easing of the monetary policy."
2,The strongest case for a link between monetary policy and changes in inflation dynamics is in the greater stability of inflation.,"NEUTRAL

The sentence does not express a clear stance on monetary policy. It simply states a fact about the relationship between monetary policy and inflation dynamics. Therefore, it falls under the neutral category."
0,The Summary of Economic Projections by FOMC participants in December 2020 had the unemployment rate moving down to 4.2 percent at the end of 2022 and inflation moving up to 2 percent only in 2023.,"NEUTRAL

The sentence simply presents the projections made by FOMC participants regarding the unemployment rate and inflation, without indicating any clear stance towards tightening or easing of monetary policy. Therefore, the sentence can be classified as neutral."
1,"If so, GDP growth this calendar year could be the fastest since 1983.","NEUTRAL
The sentence does not provide any indication of a monetary policy stance, but rather presents a statement about the potential growth of GDP."
1,"Business Caution As I discussed earlier, regression analysis suggests that the robust growth in profits and the comparatively modest recovery in capital expenditures leaves a good part of the extraordinary cash buildup unexplained.","NEUTRAL
The sentence does not provide any indication of a monetary policy stance, but rather presents a statement about the potential growth of GDP."
1,"More than two years after the recession trough, and following several quarters of strong growth, the historically normal pattern would be for the Fed to be well into the process of tightening policy by now.","HAWKISH
The sentence suggests that the Fed should have already started tightening the monetary policy given the strong growth and the time elapsed since the recession trough. Therefore, the stance is hawkish."
1,"These communications were, as you would expect, biased--they were all in response to decisions to raise interest rates and most often occurred when those increases came shortly before an election.","HAWKISH
The sentence suggests that the communications were biased towards raising interest rates, which is a tightening of monetary policy. The fact that these decisions were made shortly before an election also implies that the policymakers were trying to show their commitment to controlling inflation, which is a hawkish stance."
2,"Indeed, how will we measure inflation, and the associated financial market implications, in the twenty-first century when our data--using current techniques--could become increasingly less adequate to trace price trends over time?","NEUTRAL

The sentence does not express a clear stance on monetary policy. It is a question about the measurement of inflation and the challenges that may arise in the future due to changes in data collection techniques."
2,"Indeed, the website of the Central Bank of Brazil explicitly acknowledges the role of inflation in driving financial innovations that enabled firms and households to economize on cash balances in that country.","NEUTRAL

The sentence does not express a clear stance on monetary policy. It simply provides information about the role of inflation in driving financial innovations in Brazil."
2,Members agreed that they would continue to closely monitor inflation indicators and global economic and financial developments.,"NEUTRAL
The sentence does not express a clear bias towards either tightening or easing of the monetary policy. It simply states that the members will continue to monitor inflation indicators and global economic and financial developments."
1,Many foreign central banks tightened monetary policy to address high inflation.,"HAWKISH
The sentence suggests that many foreign central banks have tightened their monetary policy to address high inflation, which indicates a hawkish stance towards monetary policy."
2,"Put another way, the FOMC could have ""preemptively"" tightened monetary policy, based on forecasts, but recognizing the uncertainties about empirical relationships chose not to do so.","DOVISH - The sentence suggests that the FOMC chose not to tighten monetary policy despite the forecasts, indicating a preference for easing or maintaining the current policy stance."
1,"Since inflation is unacceptably high, it doesn't make sense to have the nominal federal funds rate below near-term inflation expectations.","HAWKISH
The sentence suggests that inflation is currently high and therefore, it doesn't make sense to keep the nominal federal funds rate below near-term inflation expectations. This implies that the speaker is in favor of tightening the monetary policy to control inflation, which is a hawkish stance."
0,"Inflation continued to run below the Committee's longer-run objective, held down in part by the effects of declines in energy and non-energy import prices.","DOVISH - The sentence suggests that inflation is below the Committee's objective, which implies that the current monetary policy may not be effective in achieving the inflation target. The mention of declines in energy and non-energy import prices also indicates that there may be external factors affecting inflation. Therefore, the sentence leans towards a dovish stance, suggesting a need for easing of the monetary policy."
2,The trimmed mean measure of 12-month PCE price inflation constructed by the Federal Reserve Bank of Dallas remained at or near 2 percent in recent months.,"NEUTRAL
The sentence simply states a fact about the trimmed mean measure of 12-month PCE price inflation, without indicating any stance towards tightening or easing of monetary policy. Therefore, it can be classified as neutral."
1,"To this end, the new statement conveys the Committee's judgment that, in order to anchor expectations at the 2 percent level consistent with price stability, it ""seeks to achieve inflation that averages 2 percent over time,"" andâ€”in the same sentenceâ€”that therefore ""following periods when inflation has been running persistently below 2 percent, appropriate monetary policy will likely aim to achieve inflation moderately above 2 percent for some time.""","DOVISH - The sentence suggests that the Committee is willing to tolerate inflation moderately above 2 percent for some time after periods of persistently low inflation. This indicates a willingness to ease monetary policy to achieve the inflation target, which is consistent with a dovish stance."
1,Most major indexes of equity prices moved up sharply on the bullish economic reports.,"NEUTRAL
The sentence simply reports on the movement of equity prices in response to bullish economic reports and does not express any clear stance on monetary policy."
0,"In their consideration of monetary policy at this meeting, participants reaffirmed that the Federal Reserve was committed to using its full range of tools to support the U. S. economy in this challenging time, thereby promoting its maximum-employment and price-stability goals.","NEUTRAL

The sentence does not indicate any specific stance towards tightening or easing of monetary policy. It simply reaffirms the Federal Reserve's commitment to using all available tools to support the US economy and achieve its goals of maximum employment and price stability."
2,The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.,"NEUTRAL
The sentence simply states the objective of the Federal Open Market Committee, without indicating any bias towards tightening or easing of monetary policy."
1,"The broad index of the foreign exchange value of the dollar rose nearly 3 percent over the intermeeting period amid the rise in U. S. interest rates, market expectations that U. S. tax reform was becoming more likely, and foreign central bank actions and communications.","NEUTRAL

The sentence simply reports on the rise in the broad index of the foreign exchange value of the dollar and the factors that contributed to it, without taking a stance on whether this is positive or negative for the economy. Therefore, the sentence is classified as NEUTRAL."
1,"In their consideration of the appropriate stance of monetary policy, participants concurred that the labor market was very tight and that inflation was far above the Committee's 2 percent inflation objective.","HAWKISH
The sentence suggests that the participants believe that the current state of the labor market is tight and inflation is above the Committee's objective, which implies that the monetary policy may need to be tightened to control inflation."
0,Many of our critics tend to focus only on the inflation aspect of our mandate and ignore the employment leg of our mandate.,NEUTRAL - The sentence does not express a clear stance on monetary policy. It simply acknowledges that some critics only focus on one aspect of the mandate (inflation) and neglect the other aspect (employment).
1,"But the members generally were concerned that inflation might begin to rise over the intermediate term, especially if labor markets tightened further.","HAWKISH
The sentence suggests that the members are concerned about the possibility of inflation rising in the intermediate term, which could lead to a tightening of monetary policy."
2,"Models of the term structure of interest rates better fit the data under the assumption that both inflation expectations and beliefs about the central bank's reaction function are evolving (Kozicki and Tinsley, 2001; Rudebusch and Wu, 2003; Cogley, 2005).","NEUTRAL

The sentence does not express a clear stance on monetary policy. It simply discusses the fit of models of the term structure of interest rates based on certain assumptions. Therefore, the sentence is classified as NEUTRAL."
2,"Productivity Growth and Cost Reductions So, what happened?",NEUTRAL - The sentence does not provide any indication of a hawkish or dovish stance towards monetary policy. It is a neutral statement that does not provide any information on the direction of the policy.
0,"On the other hand, the fact that productivity growth has remained solid in recent years increases confidence that a larger fraction of those productivity gains reflects longer-term developments and a smaller fraction reflects cyclical factors.","NEUTRAL

The sentence does not express a clear stance on monetary policy. It simply discusses the relationship between productivity growth and longer-term versus cyclical factors."
2,"The behavior of the monetary aggregates will continue to be evaluated in the light of progress toward price level stability, movements in their velocities, and developments in the economy and financial markets.","NEUTRAL

The sentence does not express a clear stance on monetary policy. It simply states that the behavior of monetary aggregates will be evaluated based on various factors such as progress towards price level stability, movements in their velocities, and developments in the economy and financial markets."
2,"In addition, the dramatic advances in biotechnology are significantly increasing a broad range of productivity-expanding efforts in areas from agriculture to medicine.","NEUTRAL
The sentence does not provide any indication of the stance towards monetary policy, therefore it is classified as neutral. It simply states a fact about the advances in biotechnology and their impact on productivity in various fields."
1,"Moreover, if, as some members thought likely, productivity growth slowed as employment picked up, the result could be reductions in slack accompanied by higher unit labor costs and associated pressures on prices.","HAWKISH
The sentence suggests that if productivity growth slows down while employment increases, it could lead to reductions in slack and higher unit labor costs, which could put pressure on prices. This implies that the FOMC may need to tighten monetary policy to control inflationary pressures."
2,"Therefore, monetary policy in Japan might be affected not only by views about how such policies would affect macroeconomic performance, for given fiscal policies,","NEUTRAL

This sentence does not express a clear stance on whether the monetary policy should be tightened or eased. It simply states that the policy in Japan may be influenced by various factors, including views on its impact on macroeconomic performance and fiscal policies. Therefore, it falls under the neutral category."
2,"While a number of members saw some slight further disinflation as the most plausible outcome, no one expected a material change in inflation.","NEUTRAL
The sentence presents a balanced view on the inflation outlook, with some members expecting slight further disinflation but no one expecting a material change in inflation. Therefore, the stance is neutral."
2,"And so when asset prices went back up, probably there’ll be a swing around there, a positive contribution.",NEUTRAL: The sentence does not indicate a clear stance on monetary policy. It simply suggests that there may be a positive contribution when asset prices increase.
2,Does the rapid growth in cross-border capital flows limit or even eliminate the ability of domestic monetary policy to affect domestic interest rates?,"NEUTRAL

The sentence is a question that does not express a clear stance on monetary policy. It is simply asking whether cross-border capital flows have an impact on domestic monetary policy. Therefore, the sentence is classified as NEUTRAL."
2,"So, we are taking account of international developments, including prospects for growth in our trade partners, in making the forecast we have here.","NEUTRAL - The sentence does not express a clear stance on monetary policy. It simply states that international developments, including growth prospects in trade partners, are being considered in making a forecast."
2,This evaluation assumed continued sluggish growth in final demand during the period immediately ahead.,"DOVISH - The sentence suggests that the growth in final demand is expected to remain sluggish in the near future, which implies a weak economic outlook. This could lead to a potential easing of monetary policy to stimulate economic growth."
1,The projection for core PCE price inflation in 2008 was raised slightly in response to elevated readings in recent months.,"NEUTRAL

The sentence simply reports a slight increase in the projection for core PCE price inflation in 2008, which is a neutral statement and does not indicate any clear stance towards tightening or easing of monetary policy."
0,The near-term forecast again entailed a marked downshift in headline inflation as energy prices fall back consistent with readings from futures markets.,"DOVISH - The sentence suggests that there is a decrease in headline inflation due to falling energy prices, which indicates a need for easing of monetary policy."
1,"In contrast, the past few cycles did not see this kind of behavior, and in each case, financial imbalances, rather than goods and services inflation, were notably elevated at the onset of the downturn.","DOVISH

The sentence suggests that the current cycle is different from the past few cycles, as financial imbalances are not as elevated as they were before the onset of the downturn. This implies that there is less pressure to tighten monetary policy to combat inflation, and therefore a more dovish stance may be appropriate."
0,The shock that the—from the pandemic was unprecedented both in its nature and in its size and in the amount of unemployment that it created and in the shock to economic activity.,"DOVISH - The sentence highlights the unprecedented nature and size of the pandemic shock, which resulted in significant unemployment and shock to economic activity. This suggests a need for monetary policy easing to support economic recovery."
